China, 2286, 71, 13.04
Japan, 489, 81, 1.27
Nigeria, 70, 46, 1.39
India, 468, 62, 11.48
Brazil, 655, 70, 1.86
Germany, 1943, 78, 0.82
France, 1362, 79, 0.63
United States, 13004, 76, 2.95
Argentina, 97, 73, 1
Chile, 77, 76, .17
Colombia, 100, 73, 2 
Peru, 51, 71, .29
Norway, 309, 74, 0.5
Sweden, 390, 74, 1
Finland, 205, 72, 0.5
Malaysia, 94, 73, 1
Singapore, 96, 78, 1 
Indonesia, 165, 66, 1
