China, 191, 67, 10
Japan, 110, 76, 1.17
Nigeria, 164, 45, 0.73
India, 186, 54, 7
Brazil, 1235, 62, 1.27
Germany, 950, 72, 1
France, 701, 74, 0.53
United States, 2857, 73, 2.26
Argentina, 76, 69, 1
Chile, 29, 69, .11
Colombia, 33, 67, 2 
Peru, 18, 60, .17
Norway, 33, 74, 0.2
Sweden, 82, 74, 0.2
Finland, 29, 72, 0.2
Malaysia, 24, 68, 1
Singapore, 12, 72, 1 
Indonesia, 72, 58, 1
