China, 360, 70, 14
Japan, 313, 78, 1.24
Nigeria, 54, 46, 0.97
India, 321, 58, 8
Brazil, 770, 66, 1.49
Germany, 1772, 75, 0.62
France, 1269, 76, 0.58
United States, 5963, 75, 2.5
Argentina, 141, 71, 1
Chile, 33, 73, 1
Colombia, 48, 66, 2
Peru, 26, 66, 1
Norway, 120, 78, 0.3
Sweden, 260, 79, 0.4
Finland, 141, 75, 0.3
Malaysia, 44, 71, 1
Singapore, 36, 75, 1 
Indonesia, 106, 62, 1
